MSA,31-0000,25-0000,51-0000,11-0000,21-0000,19-0000,49-0000,29-0000,45-0000,53-0000,15-0000,41-0000,17-0000,33-0000,39-0000,23-0000,37-0000,27-0000,43-0000,47-0000,35-0000,13-0000
4800006,160080.0,103816.0,-32333.0,30360.0,14175.0,8288.0,46144.0,118899.99999999999,-4484.0,45456.0,11659.0,62800.0,7344.000000000001,29610.0,81048.0,3060.0,27590.0,2869.9999999999995,41520.0,116958.0,83720.0,29988.0
4800005,34500.0,39064.0,-7347.0,10835.0,6720.0,1924.0,16640.0,47067.99999999999,-3245.0,20928.0,4192.0,29000.0,1188.0,15975.0,49104.0,1733.9999999999998,11966.0,2583.0,17780.0,27876.0,34385.0,14280.0
4800004,161230.0,109820.0,-47771.0,34540.0,25410.0,9768.0,55040.0,181547.99999999997,-7139.0,56592.0,18602.0,95650.0,4482.0,42030.0,80124.0,5100.0,35464.0,5862.999999999999,59680.0,137764.0,126035.0,42924.0
0600005,37260.0,43320.0,-6417.0,18260.0,14175.0,16724.0,16384.0,53299.99999999999,-4130.0,15456.0,7860.0,26850.0,1539.0,14175.0,31152.0,866.9999999999999,16678.0,2255.0,19200.0,36461.0,41405.0,17976.0
0600004,13340.0,24776.0,-9083.0,6710.0,6720.0,2738.0,8896.0,15743.999999999998,-11446.0,14400.0,1441.0,13100.0,459.00000000000006,3015.0,10560.0,306.0,5332.0,245.99999999999997,7800.0,8989.0,15015.0,5460.0
0600001,24380.0,21508.0,-4092.0,10340.0,8820.0,6142.0,9664.0,39360.0,-2124.0,8256.0,3275.0,19600.0,675.0,12240.0,22836.0,714.0,11780.0,1189.0,12360.0,19695.0,31070.0,9828.0
0600003,53360.0,69768.0,-12617.0,27280.0,26040.0,10730.0,28800.0,90035.99999999999,-11800.0,25584.0,9563.0,56100.0,2160.0,15660.0,40656.0,2499.0,25234.0,2378.0,29180.0,31411.0,69420.0,21924.0
0600002,3910.0,6308.0,-1054.0,4125.0,1470.0,3182.0,4224.0,10004.0,-236.0,1344.0,1310.0,5650.0,297.0,2160.0,4620.0,306.0,6758.0,409.99999999999994,3860.0,6565.0,16250.0,2772.0
2900002,91310.0,71060.0,-39556.0,24420.0,18900.0,3182.0,35008.0,114143.99999999999,-2183.0,38976.0,11266.0,57300.0,2349.0,13410.0,41052.0,1632.0,20274.0,3484.9999999999995,33680.0,37875.0,61360.0,23520.0
2900003,162150.0,89832.0,-56079.0,28820.0,29505.0,5032.0,51392.0,171379.99999999997,-5074.0,66576.0,14672.0,80450.0,2646.0,17550.0,117612.0,2142.0,26970.0,4592.0,45600.0,61509.0,88920.0,27972.0
2900001,108330.0,88996.0,-51553.0,31460.0,27930.0,7474.0,47936.0,154980.0,-4071.0000000000005,55920.0,15327.0,84150.0,4050.0000000000005,13815.0,77748.0,1937.9999999999998,32860.0,5985.999999999999,44640.0,59388.0,112060.0,34944.0
2900004,43010.0,31996.0,-17670.0,14355.0,9450.0,1628.0,20544.0,56743.99999999999,-2832.0,20928.0,17947.0,51350.0,1215.0,7290.0,37224.0,917.9999999999999,20398.0,5002.0,20980.0,25856.0,63310.0,13440.0
3500003,20010.0,17024.0,-3038.0,6875.0,4410.0,4958.0,9408.0,23615.999999999996,-2537.0,6912.0,3013.0,11750.0,783.0,4770.0,19800.0,509.99999999999994,6386.0,533.0,7540.0,17776.0,16315.0,6804.0
3500002,67160.0,68704.0,-15066.0,32725.0,18060.0,7918.0,44544.0,92331.99999999999,-1947.0000000000002,46848.0,12707.0,65450.0,4347.0,17685.0,64416.0,2652.0,30132.0,2787.9999999999995,38620.0,145541.0,87620.0,30912.0
3500001,48990.0,43320.0,-4960.0,14520.0,21315.0,5402.0,14912.0,69208.0,-826.0,13632.0,4978.0,30650.0,1242.0,10890.0,69828.0,1275.0,17112.0,1148.0,19120.0,26159.0,48230.0,15540.0
2100001,92460.0,68020.0,-48391.0,31900.0,21105.0,5032.0,55424.0,165640.0,-2478.0,79344.0,13886.0,75000.0,4914.0,12015.0,57816.0,2856.0,30070.0,4141.0,42020.0,97667.0,96850.0,27552.0
2100004,86250.0,68476.0,-12338.0,21340.0,33180.0,3626.0,30912.0,175971.99999999997,-708.0,34320.0,6288.0,55300.0,2187.0,14670.0,38280.0,3722.9999999999995,17298.0,2296.0,31020.0,54338.0,61880.0,18480.0
3500004,2760.0,5168.0,-1395.0,5115.0,735.0,19166.0,3200.0,8035.999999999999,,816.0,17554.0,1400.0,6696.0,,1980.0,0.0,1178.0,533.0,3260.0,5353.0,2795.0,11088.0
47260,481160.0,345116.0,-108996.0,144540.0,123480.0,40996.0,212992.0,707823.9999999999,-5959.0,230352.0,290558.0,424100.0,58266.00000000001,84870.0,331320.0,22185.0,145080.0,33743.0,219500.0,364812.0,476255.0,337176.0
24780,98670.0,49400.0,-12152.0,13805.0,12390.0,6734.0,15552.0,133332.0,-413.0,15360.0,13493.0,39450.0,1512.0,4950.0,24156.0,1479.0,13888.0,3115.9999999999995,23160.0,24341.0,58305.0,18228.0
31460,21390.0,23864.0,-12338.0,7590.0,7875.0,2886.0,10304.0,53299.99999999999,-33807.0,11904.0,4192.0,14250.0,486.00000000000006,7695.0,15576.0,357.0,9610.0,819.9999999999999,10780.0,14241.0,18395.0,7224.0
31340,77280.0,45144.0,-30008.0,18480.0,21945.0,3848.0,28928.0,106271.99999999999,-1711.0,29520.0,25807.0,54050.0,6021.0,7830.0,48312.0,1937.9999999999998,18104.0,3607.9999999999995,29520.0,40804.0,59540.0,31584.0
24300,46460.0,25004.0,-7037.0,10835.0,13545.0,3996.0,18624.0,76916.0,-236.0,17232.0,7598.0,36950.0,1674.0,5895.0,21912.0,1988.9999999999998,10292.0,2869.9999999999995,18560.0,37774.0,41080.0,20580.0
49180,255070.0,135964.0,-85994.0,53295.0,27405.0,10804.0,63104.0,340627.99999999994,-0.0,106128.0,62094.0,124000.0,6885.0,20700.0,86988.0,10659.0,49476.0,7666.999999999999,77400.0,75952.0,148850.0,94080.0
38540,21620.0,23104.0,-3782.0,10395.0,9345.0,2442.0,8000.0,33620.0,-236.0,6672.0,5371.0,17050.0,1404.0,2655.0,17292.0,1019.9999999999999,8060.0,1516.9999999999998,11420.0,12423.0,20345.0,12516.0
26900,579830.0,319960.0,-205809.0,311905.0,121275.0,75702.0,258048.0,1150788.0,-4366.0,491808.0,413174.0,518200.0,38124.0,104805.0,331188.0,36108.0,180234.0,54816.99999999999,304800.0,383497.0,609440.0,483672.0
35380,283590.0,228988.0,-82832.0,139260.0,68565.0,25160.0,160192.0,640256.0,-3540.0,215712.0,98905.0,320600.0,25947.0,85050.0,232056.0,28202.999999999996,99944.0,29929.999999999996,164840.0,257045.0,432380.0,192948.0
1500001,76820.0,43624.0,-8029.0,25520.0,19215.0,8658.0,24192.0,70520.0,-2832.0,29760.0,9825.0,47500.0,2160.0,15165.0,50688.0,1835.9999999999998,45694.0,3607.9999999999995,28740.0,52924.0,90740.0,19908.0
26620,116840.0,71820.0,-52855.0,51920.0,14595.0,11988.0,54848.0,203195.99999999997,-590.0,56880.0,176195.0,113750.0,48951.0,17955.0,64812.0,4028.9999999999995,44268.0,9840.0,58640.0,58984.0,110695.0,130704.0
3600002,26450.0,21888.0,-4774.0,7865.0,10290.0,740.0,8512.0,29847.999999999996,-413.0,10848.0,3144.0,17700.0,540.0,8775.0,19668.0,1019.9999999999999,8494.0,1230.0,10980.0,18786.0,20930.0,7476.0
3600003,93150.0,95836.0,-30628.0,28545.0,39165.0,7992.0,34880.0,128411.99999999999,-885.0,32448.0,19257.0,54400.0,3645.0000000000005,19755.0,83292.0,3213.0,29078.0,5329.999999999999,37280.0,43935.0,71825.0,28896.0
3600001,126040.0,94620.0,-30256.0,29205.0,37275.0,6438.0,41984.0,158260.0,-1357.0,48288.0,14017.0,67200.0,1917.0000000000002,31275.0,94512.0,3264.0,35836.0,4633.0,41440.0,58883.0,84370.0,30492.0
28940,232070.0,146984.0,-84196.0,119405.0,45990.0,22422.0,110656.0,435255.99999999994,-0.0,146256.0,96809.0,200850.0,21897.0,37890.0,136620.0,10149.0,86800.0,15005.999999999998,127380.0,133522.0,231400.0,126672.0
3600004,107180.0,124488.0,-54932.0,42460.0,42105.0,6438.0,45120.0,157604.0,-2832.0,55776.0,24366.0,88400.0,11178.0,28305.0,96228.0,4692.0,43338.0,6477.999999999999,53500.0,66559.0,118040.0,41412.0
4000003,43010.0,34808.0,-12772.0,17545.0,9870.0,2812.0,22016.0,67240.0,-2183.0,19968.0,7074.0,34300.0,2997.0,8910.0,14784.0,1377.0,12400.0,1271.0,19340.0,46763.0,37115.0,16632.0
4000002,76360.0,77672.0,-24304.0,35585.0,19845.0,11840.0,41024.0,95447.99999999999,-2950.0,42576.0,18340.0,59100.0,5130.0,12195.0,32472.0,2703.0,25730.0,4223.0,35940.0,93930.0,78780.0,30576.0
4000001,97290.0,61408.0,-27838.0,31075.0,26145.0,5920.0,30528.0,125459.99999999999,-1003.0000000000001,33216.0,22401.0,54150.0,3996.0000000000005,14850.0,58080.0,2958.0,23312.0,4058.9999999999995,36540.0,46359.0,76245.0,39564.0
49620,115920.0,73416.0,-63798.0,34265.0,24570.0,5994.0,52416.0,178267.99999999997,-1121.0,101904.0,30261.0,89000.0,11367.0,11160.0,66000.0,2958.0,29760.0,4264.0,52000.0,81709.0,100880.0,54096.0
46220,80960.0,48260.0,-45694.0,16830.0,14280.0,3774.0,28864.0,110043.99999999999,-1416.0,37392.0,15458.0,47300.0,3456.0,8550.0,28776.0,1886.9999999999998,18662.0,3607.9999999999995,26860.0,49490.0,64415.0,21084.0
25940,55890.0,27664.0,-4619.0,16885.0,8925.0,1258.0,18432.0,62811.99999999999,-295.0,18096.0,8777.0,53100.0,1215.0,8595.0,41844.0,3264.0,31496.0,2951.9999999999995,19940.0,31815.0,76115.0,18228.0
28740,47380.0,43016.0,-7409.0,12430.0,14910.0,1998.0,14016.0,58711.99999999999,-295.0,15120.0,7860.0,33050.0,1107.0,11835.0,34584.0,1784.9999999999998,13578.0,2296.0,19620.0,24139.0,38610.0,13188.0
10740,322230.0,166592.0,-35836.0,105270.0,64050.0,27824.0,87296.0,428695.99999999994,-1711.0,98544.0,117638.0,192600.0,35019.0,48825.0,229812.0,18360.0,72664.0,21852.999999999996,120880.0,181194.0,243035.0,162456.0
14100,53360.0,17176.0,-10540.0,8525.0,8295.0,0.0,11264.0,100039.99999999999,,10176.0,18995.0,14400.0,945.0000000000001,1845.0,12936.0,,7068.0,1721.9999999999998,15180.0,12120.0,21515.0,14784.0
30140,42320.0,20368.0,-15996.0,7425.0,12075.0,2590.0,16896.0,50019.99999999999,-708.0,26448.0,4978.0,21300.0,999.0000000000001,2520.0,19932.0,612.0,9486.0,1189.0,16160.0,15655.0,30095.0,12264.0
1600004,24380.0,33972.0,-10540.0,12870.0,9135.0,9028.0,14912.0,37228.0,-5192.0,19008.0,7991.0,20650.0,1431.0,4005.0,10956.0,765.0,13578.0,1393.9999999999998,12580.0,29391.0,24895.0,9744.0
43780,99820.0,92948.0,-38130.0,36465.0,19215.0,4958.0,40448.0,134972.0,-1121.0,44112.0,28689.0,63800.0,3969.0000000000005,12285.0,48048.0,2856.0,27466.0,6477.999999999999,38380.0,46056.0,83980.0,39312.0
19460,27140.0,20064.0,-26474.0,8910.0,4830.0,2590.0,17216.0,44279.99999999999,-649.0,23808.0,5764.0,28650.0,4050.0000000000005,5760.0,19536.0,612.0,9176.0,860.9999999999999,13820.0,28987.0,29120.0,10752.0
29200,48990.0,79040.0,-44361.0,19745.0,11445.0,5254.0,23872.0,83476.0,-1298.0,25392.0,17554.0,40800.0,3321.0,6255.0,25344.0,1224.0,19716.0,2869.9999999999995,22000.0,28684.0,62465.0,21168.0
36980,30820.0,21204.0,-17794.0,10835.0,9135.0,1332.0,13504.0,44935.99999999999,,17424.0,4716.0,25100.0,1296.0,4095.0,24552.0,917.9999999999999,10044.0,942.9999999999999,15920.0,23735.0,30485.0,11844.0
74650,42780.0,24928.0,-12245.0,14190.0,10290.0,1184.0,14080.0,63959.99999999999,-236.0,18960.0,11004.0,24100.0,891.0000000000001,2520.0,25608.0,1224.0,9176.0,1803.9999999999998,17260.0,21109.0,24310.0,14280.0
43340,150420.0,81776.0,-29419.0,38775.0,22785.0,5624.0,56000.0,253707.99999999997,-649.0,57792.0,17947.0,111900.0,4401.0,20430.0,103224.0,5202.0,40362.0,4756.0,53420.0,82214.0,116480.0,47460.0
19060,29670.0,21432.0,-7719.0,5940.0,8715.0,1332.0,8448.0,49363.99999999999,-295.0,8976.0,5502.0,19800.0,1188.0,6570.0,22176.0,663.0,6200.0,737.9999999999999,11480.0,16564.0,23985.0,8148.0
2000001,56120.0,49096.0,-36549.0,15070.0,6825.0,3404.0,26496.0,64123.99999999999,-6077.0,29232.0,5240.0,35000.0,864.0,8010.0,21384.0,1173.0,20026.0,3320.9999999999995,18940.0,42521.0,40950.0,16128.0
2000003,118910.0,82536.0,-42594.0,32505.0,20790.0,4958.0,44096.0,143336.0,-4130.0,45312.0,19257.0,68050.0,4347.0,13725.0,55308.0,2397.0,28830.0,5903.999999999999,44620.0,59085.0,82810.0,42084.0
2000002,61640.0,34428.0,-9362.0,14905.0,7770.0,1924.0,24128.0,69208.0,-3127.0,19344.0,6157.0,31350.0,864.0,5580.0,26004.0,1326.0,14756.0,2828.9999999999995,19140.0,35552.0,36660.0,14868.0
19380,353740.0,176548.0,-92938.0,83985.0,55440.0,19906.0,85440.0,473139.99999999994,-1416.0,118416.0,157462.0,179700.0,26649.0,34155.0,116424.0,9588.0,69068.0,18122.0,108200.0,87971.0,239330.0,173040.0
5300003,18170.0,22800.0,-4588.0,6710.0,6195.0,5550.0,12160.0,24435.999999999996,-6195.0,12576.0,3668.0,15150.0,567.0,2880.0,16632.0,561.0,8308.0,1352.9999999999998,8020.0,15150.0,27690.0,6720.0
5300002,40940.0,37392.0,-15128.0,12595.0,11655.0,5698.0,21568.0,47723.99999999999,-7788.000000000001,24624.0,6157.0,34050.0,1242.0,10440.0,26268.0,1581.0,17236.0,2951.9999999999995,17800.0,27068.0,43680.0,13188.0
70750,61410.0,35720.0,-7192.0,18150.0,18480.0,2886.0,17728.0,82820.0,-885.0,17856.0,14279.0,33950.0,1620.0,6435.0,38676.0,1988.9999999999998,15996.0,3443.9999999999995,19620.0,26058.0,40040.0,18564.0
74950,84410.0,52972.0,-19437.0,36190.0,17430.0,3182.0,31744.0,120539.99999999999,-354.0,28224.0,40872.0,66850.0,6156.0,9900.0,38148.0,5049.0,23002.0,6682.999999999999,38220.0,35754.0,53625.0,47460.0
35840,272780.0,89604.0,-40734.0,49775.0,29190.0,7474.0,80384.0,300284.0,-9145.0,63120.0,47815.0,195000.0,7101.000000000001,25245.0,108240.0,12495.0,75826.0,14431.999999999998,96120.0,158974.0,223145.0,101640.0
5300004,34500.0,53276.0,-16926.0,12485.0,7875.0,7030.0,20352.0,39688.0,-11033.0,25920.0,13493.0,24800.0,3051.0,6930.0,15708.0,968.9999999999999,12648.0,2255.0,13620.0,19594.0,33410.0,13692.0
20994,137770.0,152608.0,-81003.0,88220.0,36120.0,8584.0,59520.0,205655.99999999997,-1593.0,109872.0,58033.0,115350.0,10260.0,21465.0,81444.0,4028.9999999999995,40114.0,10577.999999999998,75400.0,98172.0,136825.0,70308.0
36500,68770.0,54340.0,-8618.0,35365.0,19845.0,14874.0,22976.0,86755.99999999999,-1711.0,27264.0,64845.0,49050.0,4158.0,7920.0,41448.0,4386.0,18290.0,7338.999999999999,35700.0,35451.0,62205.0,62916.0
19140,28290.0,21204.0,-53537.0,15015.0,5775.0,1332.0,26816.0,46247.99999999999,-0.0,43728.0,13100.0,36900.0,1701.0,3645.0,12276.0,917.9999999999999,5270.0,1025.0,17700.0,11817.0,23205.0,15036.0
33260,0.0,26828.0,-14570.0,20460.0,6195.0,12284.0,31616.0,56087.99999999999,-0.0,40896.0,11004.0,47250.0,7749.000000000001,5040.0,19668.0,,13330.0,4058.9999999999995,24780.0,88779.0,51805.0,32340.0
33540,29670.0,23940.0,-5642.0,11165.0,15225.0,8362.0,14464.0,65435.99999999999,-1003.0000000000001,15792.0,16375.0,34550.0,1863.0000000000002,4275.0,31812.0,3213.0,14818.0,4346.0,19500.0,23634.0,43095.0,20076.0
37900,123050.0,78660.0,-33604.0,68365.0,30975.0,5698.0,49088.0,202375.99999999997,-1180.0,52080.0,66679.0,81500.0,19224.0,12645.0,58212.0,4590.0,38068.0,7953.999999999999,49560.0,63832.0,105170.0,71904.0
31860,37720.0,27360.0,-12338.0,13420.0,17535.0,1924.0,11776.0,51659.99999999999,-472.0,15792.0,13755.0,26950.0,1890.0000000000002,2520.0,44088.0,816.0,11470.0,2869.9999999999995,14540.0,16362.0,33995.0,15204.0
17900,227240.0,167352.0,-77004.0,98560.0,64890.0,14800.0,102656.0,390647.99999999994,-4543.0,136752.0,141873.0,198350.0,17091.0,51615.0,128700.0,20502.0,66092.0,16687.0,125880.0,134330.0,202865.0,147000.0
16540,40940.0,25004.0,-18166.0,9570.0,10290.0,1184.0,18624.0,50675.99999999999,-649.0,42000.0,11790.0,27250.0,2997.0,3150.0,20724.0,866.9999999999999,10540.0,1230.0,16020.0,18180.0,33215.0,15624.0
44180,161460.0,89072.0,-36394.0,42075.0,35595.0,6882.0,56512.0,252887.99999999997,-590.0,86208.0,58033.0,113000.0,4617.0,17820.0,93984.0,5508.0,35588.0,8938.0,66800.0,72619.0,128635.0,61404.0
71950,267720.0,213788.0,-61628.0,201080.0,77490.0,25530.0,76608.0,364079.99999999994,-1298.0,93456.0,191260.0,224150.0,14094.000000000002,43965.0,210012.0,20451.0,99820.0,33661.0,133140.0,98980.0,216905.0,248136.0
76900,53130.0,32680.0,-19561.0,31075.0,6930.0,5254.0,25600.0,77080.0,-177.0,18528.0,42575.0,59300.0,9126.0,5805.0,31944.0,1937.9999999999998,16244.0,4920.0,29900.0,30805.0,59410.0,44352.0
76750,144440.0,87476.0,-29047.0,72490.0,33180.0,9768.0,49344.0,221891.99999999997,-1357.0,57552.0,78076.0,104400.0,8748.0,19710.0,113916.0,8517.0,40176.0,13734.999999999998,64100.0,68074.0,124800.0,90216.0
5000001,64170.0,81320.0,-25420.0,21890.0,33600.0,6660.0,29376.0,113159.99999999999,-2596.0,31872.0,15458.0,49300.0,3672.0000000000005,8280.0,52536.0,3365.9999999999995,28830.0,8405.0,29660.0,57166.0,63180.0,28056.0
31900,40710.0,22116.0,-23033.0,9680.0,11340.0,518.0,12096.0,52479.99999999999,-472.0,17568.0,5371.0,24800.0,2970.0,7830.0,12936.0,1275.0,8246.0,1271.0,15260.0,18786.0,32565.0,10668.0
27140,184920.0,124488.0,-51274.0,88165.0,39270.0,12802.0,70592.0,355715.99999999994,-2537.0,86016.0,53448.0,135700.0,9450.0,40140.0,143616.0,12699.0,51832.0,11684.999999999998,80400.0,71609.0,146055.0,92400.0
40140,690690.0,726484.0,-254789.0,323400.0,194355.0,63788.0,350656.0,1194904.0,-44604.0,703248.0,196631.0,727600.0,37233.0,160695.0,548592.0,30191.999999999996,272118.0,45345.99999999999,430320.0,721645.0,893165.0,424200.0
27260,407790.0,233700.0,-75981.0,121440.0,69825.0,19684.0,185984.0,705527.9999999999,-2596.0,232272.0,227678.0,372300.0,21681.0,77220.0,220968.0,24786.0,126542.0,27838.999999999996,237660.0,287850.0,422630.0,350364.0
19660,169740.0,84588.0,-28613.0,27280.0,24675.0,3626.0,48448.0,222383.99999999997,-2419.0,36048.0,32226.0,133550.0,5157.0,18585.0,70752.0,7343.999999999999,57598.0,5985.999999999999,61380.0,97768.0,165035.0,56028.0
28700,88780.0,47576.0,-38564.0,28325.0,13860.0,6438.0,39040.0,154816.0,-826.0,39216.0,17947.0,62900.0,7560.000000000001,12105.0,32208.0,3314.9999999999995,19902.0,3320.9999999999995,36320.0,49490.0,76245.0,28728.0
30700,104880.0,78888.0,-34875.0,40480.0,40215.0,14356.0,38144.0,173347.99999999997,-1239.0,60864.0,76111.0,85300.0,7776.000000000001,12825.0,68244.0,5610.0,33108.0,11151.999999999998,59320.0,71710.0,102245.0,93072.0
0500002,55660.0,38836.0,-31062.0,14960.0,11970.0,1850.0,19712.0,57563.99999999999,-2360.0,31248.0,4192.0,34550.0,1647.0,7470.0,31944.0,1275.0,14384.0,1107.0,18560.0,23432.0,38220.0,11004.0
0500003,65320.0,50008.0,-38409.0,20075.0,11550.0,3478.0,30848.0,69700.0,-6549.0,43296.0,7336.0,41650.0,1782.0000000000002,10800.0,27456.0,1479.0,15500.0,1885.9999999999998,25560.0,33027.0,49725.0,17808.0
0500004,74980.0,50084.0,-45198.0,23100.0,13650.0,3700.0,32576.0,86591.99999999999,-9735.0,46032.0,6419.0,44900.0,3294.0,6615.0,37356.0,1886.9999999999998,15500.0,1598.9999999999998,27580.0,51106.0,43160.0,19740.0
74500,34040.0,33516.0,-12679.0,16775.0,15330.0,1332.0,10240.0,60187.99999999999,-354.0,15360.0,7336.0,28350.0,1404.0,5355.0,22308.0,866.9999999999999,7502.0,1475.9999999999998,13840.0,16564.0,36335.0,12012.0
